"","County","State","Lat","Long_","Confirmed","Deaths","Active","Combined_Key","State_popDensity"
"635","Cumberland","Illinois",39.27432424,-88.2401158,4,0,4,"Cumberland, Illinois, US",228.0243
"636","Cumberland","Kentucky",36.78926125,-85.39050034,5,0,5,"Cumberland, Kentucky, US",113.9566
"637","Cumberland","Maine",43.8370751,-70.37226999,583,30,553,"Cumberland, Maine, US",43.6336
"638","Cumberland","New Jersey",39.37199394,-75.10712559,1059,25,1034,"Cumberland, New Jersey, US",1215.1991
"639","Cumberland","North Carolina",35.04762133,-78.82623165,330,8,322,"Cumberland, North Carolina, US",218.2702
"640","Cumberland","Pennsylvania",40.1625372,-77.26130755,386,26,360,"Cumberland, Pennsylvania, US",286.5449
"641","Cumberland","Tennessee",35.95271721,-84.99840585,85,1,84,"Cumberland, Tennessee, US",167.2748
"642","Cumberland","Virginia",37.51328851,-78.24398086,12,0,12,"Cumberland, Virginia, US",218.4403
"643","Cuming","Nebraska",41.91637624,-96.78730772,10,0,10,"Cuming, Nebraska, US",25.4161
"644","Currituck","North Carolina",36.36123664,-75.95876401,5,0,5,"Currituck, North Carolina, US",218.2702
"645","Curry","New Mexico",34.57421077,-103.3468876,23,0,23,"Curry, New Mexico, US",17.285
"646","Curry","Oregon",42.45911325,-124.157282,4,0,4,"Curry, Oregon, US",44.8086
"647","Custer","Colorado",38.10883162,-105.3683478,2,0,2,"Custer, Colorado, US",56.4011
"648","Custer","Idaho",44.24186819,-114.2855494,2,0,2,"Custer, Idaho, US",22.0969
"649","Custer","Nebraska",41.39374521,-99.72805369,26,3,23,"Custer, Nebraska, US",25.4161
"650","Custer","Oklahoma",35.63853802,-99.00170785,11,0,11,"Custer, Oklahoma, US",57.6547
"651","Cuyahoga","Ohio",41.424119,-81.65918339,2542,131,2411,"Cuyahoga, Ohio, US",287.5038
"652","Dade","Georgia",34.8549167,-85.50490424,17,1,16,"Dade, Georgia, US",186.6719
"653","Dakota","Minnesota",44.67172617,-93.06299363,292,12,280,"Dakota, Minnesota, US",71.5922
"654","Dakota","Nebraska",42.39040144,-96.56656425,980,1,979,"Dakota, Nebraska, US",25.4161
"655","Dale","Alabama",31.43037123,-85.61095742,34,0,34,"Dale, Alabama, US",96.9221
"656","Dallam","Texas",36.27787176,-102.6020725,11,1,10,"Dallam, Texas, US",112.8204
"657","Dallas","Alabama",32.32688101,-87.1086671,76,3,73,"Dallas, Alabama, US",96.9221
"658","Dallas","Arkansas",33.97042763,-92.65167437,1,0,1,"Dallas, Arkansas, US",58.403
"659","Dallas","Iowa",41.68560356,-94.04127625,626,3,623,"Dallas, Iowa, US",56.9284
"660","Dallas","Missouri",37.6811355,-93.02127031,2,0,2,"Dallas, Missouri, US",89.7453
"661","Dallas","Texas",32.76670599,-96.7779605,4869,123,4746,"Dallas, Texas, US",112.8204
"662","Dane","Wisconsin",43.06601594,-89.41733797,445,22,423,"Dane, Wisconsin, US",108.0497
"663","Danville","Virginia",36.58022376,-79.40395668,37,1,36,"Danville, Virginia, US",218.4403
"664","Dare","North Carolina",35.66520691,-75.71767334,18,1,17,"Dare, North Carolina, US",218.2702
"665","Darke","Ohio",40.13412966,-84.6194517,79,14,65,"Darke, Ohio, US",287.5038
"666","Darlington","South Carolina",34.33358335,-79.96027485,151,2,149,"Darlington, South Carolina, US",173.3174
"667","Dauphin","Pennsylvania",40.41377078,-76.77993242,711,29,682,"Dauphin, Pennsylvania, US",286.5449
"668","Davidson","North Carolina",35.79115496,-80.21256572,191,10,181,"Davidson, North Carolina, US",218.2702
"669","Davidson","Tennessee",36.17007426,-86.78646056,3128,31,3097,"Davidson, Tennessee, US",167.2748
"670","Davie","North Carolina",35.93099927,-80.54496571,31,2,29,"Davie, North Carolina, US",218.2702
"671","Daviess","Indiana",38.70186039,-87.07185406,52,15,37,"Daviess, Indiana, US",188.281
"672","Daviess","Kentucky",37.73028906,-87.0901948,247,4,243,"Daviess, Kentucky, US",113.9566
"673","Daviess","Missouri",39.96145298,-93.98519678,3,0,3,"Daviess, Missouri, US",89.7453
"674","Davis","Iowa",40.74773536,-92.41005468,5,0,5,"Davis, Iowa, US",56.9284
"675","Davis","Utah",40.99001837,-112.1139997,308,2,306,"Davis, Utah, US",39.943
"676","Davison","South Dakota",43.67490933,-98.14458906,7,0,7,"Davison, South Dakota, US",11.9116
"677","Dawes","Nebraska",42.71985036,-103.1313774,0,0,0,"Dawes, Nebraska, US",25.4161
"678","Dawson","Georgia",34.44244079,-84.16964071,72,1,71,"Dawson, Georgia, US",186.6719
"679","Dawson","Nebraska",40.87028216,-99.8201461,676,0,676,"Dawson, Nebraska, US",25.4161
"680","Dawson","Texas",32.74255572,-101.9477242,30,1,29,"Dawson, Texas, US",112.8204
"681","Day","South Dakota",45.367281,-97.60737498,10,0,10,"Day, South Dakota, US",11.9116
"682","De Baca","New Mexico",34.34274529,-104.4117842,1,0,1,"De Baca, New Mexico, US",17.285
"683","De Soto","Louisiana",32.05457447,-93.74130302,205,13,192,"De Soto, Louisiana, US",107.5175
"684","De Witt","Illinois",40.17514519,-88.90959682,3,0,3,"De Witt, Illinois, US",228.0243
"685","DeKalb","Alabama",34.45946862,-85.80782906,109,2,107,"DeKalb, Alabama, US",96.9221
"686","DeKalb","Georgia",33.76944049,-84.22396017,2357,61,2296,"DeKalb, Georgia, US",186.6719
"687","DeKalb","Illinois",41.89373302,-88.76958483,141,1,140,"DeKalb, Illinois, US",228.0243
"688","DeKalb","Indiana",41.39804622,-84.99906934,23,1,22,"DeKalb, Indiana, US",188.281
"689","DeKalb","Missouri",39.89201062,-94.40476508,3,0,3,"DeKalb, Missouri, US",89.7453
"690","DeKalb","Tennessee",35.97616272,-85.83689361,25,0,25,"DeKalb, Tennessee, US",167.2748
"691","DeSoto","Florida",27.18677893,-81.80941373,42,4,38,"DeSoto, Florida, US",410.1256
"692","DeSoto","Mississippi",34.87625235,-89.99091418,310,4,306,"DeSoto, Mississippi, US",63.7056
"693","DeWitt","Texas",29.08101855,-97.3568117,15,1,14,"DeWitt, Texas, US",112.8204
"694","Deaf Smith","Texas",34.96522957,-102.6054267,41,0,41,"Deaf Smith, Texas, US",112.8204
"695","Dearborn","Indiana",39.14647946,-84.97333539,140,13,127,"Dearborn, Indiana, US",188.281
"696","Decatur","Georgia",30.87967778,-84.57619536,105,2,103,"Decatur, Georgia, US",186.6719
"697","Decatur","Indiana",39.30712658,-85.50087166,206,28,178,"Decatur, Indiana, US",188.281
"698","Decatur","Iowa",40.73742757,-93.78645949,0,0,0,"Decatur, Iowa, US",56.9284
"699","Decatur","Tennessee",35.60048904,-88.11043779,4,0,4,"Decatur, Tennessee, US",167.2748
"700","Deer Lodge","Montana",46.05953325,-113.073353,3,0,3,"Deer Lodge, Montana, US",7.4668
"701","Defiance","Ohio",41.32398837,-84.49076944,21,1,20,"Defiance, Ohio, US",287.5038
"702","Del Norte","California",41.74228275,-123.8974063,3,0,3,"Del Norte, California, US",256.3727
"703","Delaware","Indiana",40.22787247,-85.39732772,212,15,197,"Delaware, Indiana, US",188.281
"704","Delaware","Iowa",42.47104597,-91.3664492,8,1,7,"Delaware, Iowa, US",56.9284
"705","Delaware","New York",42.19837623,-74.96709306,62,4,58,"Delaware, New York, US",412.5211
"706","Delaware","Ohio",40.27942393,-83.00457058,190,4,186,"Delaware, Ohio, US",287.5038
"707","Delaware","Oklahoma",36.40823634,-94.80325046,92,14,78,"Delaware, Oklahoma, US",57.6547
"708","Delaware","Pennsylvania",39.91680171,-75.40243663,4373,326,4047,"Delaware, Pennsylvania, US",286.5449
"709","Delta","Colorado",38.86246243,-107.8631342,52,1,51,"Delta, Colorado, US",56.4011
"710","Delta","Michigan",45.9048491,-86.9080745,14,2,12,"Delta, Michigan, US",177.6655
"711","Delta","Texas",33.38570922,-95.66921122,1,0,1,"Delta, Texas, US",112.8204
"712","Denton","Texas",33.20521901,-97.11691153,832,22,810,"Denton, Texas, US",112.8204
"713","Denver","Colorado",39.76018276,-104.8725695,3674,195,3479,"Denver, Colorado, US",56.4011
"714","Des Moines","Iowa",40.92012606,-91.18326592,24,1,23,"Des Moines, Iowa, US",56.9284
"715","Deschutes","Oregon",43.91570171,-121.2289121,81,0,81,"Deschutes, Oregon, US",44.8086
"716","Desha","Arkansas",33.83011025,-91.25500948,17,0,17,"Desha, Arkansas, US",58.403
"717","Deuel","South Dakota",44.75994309,-96.66943645,1,0,1,"Deuel, South Dakota, US",11.9116
"718","Dewey","Oklahoma",35.98772922,-99.00730714,2,0,2,"Dewey, Oklahoma, US",57.6547
"719","Dewey","South Dakota",45.15639647,-100.8709139,1,0,1,"Dewey, South Dakota, US",11.9116
"720","Dickens","Texas",33.61616822,-100.7788855,1,0,1,"Dickens, Texas, US",112.8204
"721","Dickenson","Virginia",37.12560977,-82.35124171,0,0,0,"Dickenson, Virginia, US",218.4403
"722","Dickinson","Iowa",43.37787725,-95.1510206,6,0,6,"Dickinson, Iowa, US",56.9284
"723","Dickinson","Kansas",38.86600962,-97.15532383,2,0,2,"Dickinson, Kansas, US",35.5968
"724","Dickinson","Michigan",46.00999672,-87.86961634,4,2,2,"Dickinson, Michigan, US",177.6655
"725","Dickson","Tennessee",36.14669837,-87.35891709,84,0,84,"Dickson, Tennessee, US",167.2748
"726","Dillon","South Carolina",34.39007791,-79.37741872,74,0,74,"Dillon, South Carolina, US",173.3174
"727","Dimmit","Texas",28.42270064,-99.75645095,1,0,1,"Dimmit, Texas, US",112.8204
"728","Dinwiddie","Virginia",37.07544585,-77.63451754,25,0,25,"Dinwiddie, Virginia, US",218.4403
"729","District of Columbia","District of Columbia",38.90417773,-77.01655992,5461,277,5184,"District of Columbia, District of Columbia, US",11814.541
"730","Divide","North Dakota",48.8149387,-103.4873611,1,0,1,"Divide, North Dakota, US",11.0393
"731","Dixie","Florida",29.60631086,-83.15724673,10,0,10,"Dixie, Florida, US",410.1256
"732","Dixon","Nebraska",42.49188363,-96.86782408,14,0,14,"Dixon, Nebraska, US",25.4161
"733","Dodge","Georgia",32.17265114,-83.16948926,32,1,31,"Dodge, Georgia, US",186.6719
"734","Dodge","Minnesota",44.02238415,-92.86244324,21,0,21,"Dodge, Minnesota, US",71.5922
"735","Dodge","Nebraska",41.58071748,-96.65598179,126,0,126,"Dodge, Nebraska, US",25.4161
"736","Dodge","Wisconsin",43.41576662,-88.70928178,42,1,41,"Dodge, Wisconsin, US",108.0497
"737","Dona Ana","New Mexico",32.35275771,-106.8329387,180,2,178,"Dona Ana, New Mexico, US",17.285
"738","Doniphan","Kansas",39.79067154,-95.14056866,4,0,4,"Doniphan, Kansas, US",35.5968
"739","Donley","Texas",34.96517499,-100.8140093,25,0,25,"Donley, Texas, US",112.8204
"740","Dooly","Georgia",32.15630737,-83.79746561,133,11,122,"Dooly, Georgia, US",186.6719
"741","Door","Wisconsin",44.95856458,-87.30002707,18,3,15,"Door, Wisconsin, US",108.0497
"742","Dorchester","Maryland",38.45413522,-76.02752426,79,2,77,"Dorchester, Maryland, US",626.6731
"743","Dorchester","South Carolina",33.0794369,-80.40502652,103,3,100,"Dorchester, South Carolina, US",173.3174
"744","Dougherty","Georgia",31.53328528,-84.21722377,1555,126,1429,"Dougherty, Georgia, US",186.6719
"745","Douglas","Colorado",39.33133796,-104.930001,556,25,531,"Douglas, Colorado, US",56.4011
"746","Douglas","Georgia",33.70291126,-84.77026156,363,11,352,"Douglas, Georgia, US",186.6719
"747","Douglas","Illinois",39.76768052,-88.21854195,20,0,20,"Douglas, Illinois, US",228.0243
"748","Douglas","Kansas",38.88503636,-95.2925121,56,0,56,"Douglas, Kansas, US",35.5968
"749","Douglas","Minnesota",45.93348491,-95.45335469,12,0,12,"Douglas, Minnesota, US",71.5922
"750","Douglas","Nebraska",41.29518299,-96.15085305,1113,14,1099,"Douglas, Nebraska, US",25.4161
"751","Douglas","Nevada",38.912862,-119.6171333,22,0,22,"Douglas, Nevada, US",28.5993
"752","Douglas","Oregon",43.27941273,-123.167291,24,0,24,"Douglas, Oregon, US",44.8086
"753","Douglas","South Dakota",43.38520741,-98.36978007,1,0,1,"Douglas, South Dakota, US",11.9116
"754","Douglas","Washington",47.7361335,-119.692937,95,2,93,"Douglas, Washington, US",117.3272
"755","Douglas","Wisconsin",46.43222285,-91.91595768,10,0,10,"Douglas, Wisconsin, US",108.0497
"756","Drew","Arkansas",33.59035001,-91.71777921,19,1,18,"Drew, Arkansas, US",58.403
"757","DuPage","Illinois",41.85116968,-88.08642662,4056,220,3836,"DuPage, Illinois, US",228.0243
"758","Dubois","Indiana",38.36597551,-86.8792417,30,0,30,"Dubois, Indiana, US",188.281
"759","Dubuque","Iowa",42.46815349,-90.88181925,162,5,157,"Dubuque, Iowa, US",56.9284
"760","Dukes and Nantucket","Massachusetts",41.40674725,-70.68763497,34,1,33,"Dukes and Nantucket, Massachusetts, US",894.4355
"761","Dunklin","Missouri",36.27167174,-90.09122243,23,2,21,"Dunklin, Missouri, US",89.7453
"762","Dunn","North Dakota",47.35423935,-102.6160468,11,0,11,"Dunn, North Dakota, US",11.0393
"763","Dunn","Wisconsin",44.94562799,-91.8962481,13,0,13,"Dunn, Wisconsin, US",108.0497
"764","Duplin","North Carolina",34.93449805,-77.93140529,146,3,143,"Duplin, North Carolina, US",218.2702
"765","Durham","North Carolina",36.03638492,-78.87608331,818,30,788,"Durham, North Carolina, US",218.2702
"766","Dutchess","New York",41.7648606,-73.74356679,3192,40,3152,"Dutchess, New York, US",412.5211
"767","Duval","Florida",30.33225875,-81.66976468,1077,26,1051,"Duval, Florida, US",410.1256
"768","Duval","Texas",27.68184592,-98.50864568,3,0,3,"Duval, Texas, US",112.8204
"769","Dyer","Tennessee",36.05931946,-89.41542855,38,0,38,"Dyer, Tennessee, US",167.2748
"770","Eagle","Colorado",39.62754308,-106.6933637,552,7,545,"Eagle, Colorado, US",56.4011
"771","Early","Georgia",31.32155345,-84.90255207,221,25,196,"Early, Georgia, US",186.6719
"772","East Baton Rouge","Louisiana",30.53842039,-91.09777565,2224,165,2059,"East Baton Rouge, Louisiana, US",107.5175
"773","East Carroll","Louisiana",32.73926954,-91.23425694,11,0,11,"East Carroll, Louisiana, US",107.5175
"774","East Feliciana","Louisiana",30.84425359,-91.04976723,132,18,114,"East Feliciana, Louisiana, US",107.5175
"775","Eastland","Texas",32.32743996,-98.83243566,3,0,3,"Eastland, Texas, US",112.8204
"776","Eaton","Michigan",42.59599185,-84.83740035,141,6,135,"Eaton, Michigan, US",177.6655
"777","Eau Claire","Wisconsin",44.726614,-91.28609183,45,0,45,"Eau Claire, Wisconsin, US",108.0497
"778","Echols","Georgia",30.71101099,-82.89687287,5,0,5,"Echols, Georgia, US",186.6719
"779","Ector","Texas",31.86898877,-102.5429428,85,4,81,"Ector, Texas, US",112.8204
"780","Eddy","New Mexico",32.47167456,-104.3053527,13,1,12,"Eddy, New Mexico, US",17.285
"781","Eddy","North Dakota",47.71701474,-98.90432337,1,0,1,"Eddy, North Dakota, US",11.0393
"782","Edgecombe","North Carolina",35.91230639,-77.59436892,128,5,123,"Edgecombe, North Carolina, US",218.2702
"783","Edgefield","South Carolina",33.77221995,-81.96231108,35,2,33,"Edgefield, South Carolina, US",173.3174
"784","Edmonson","Kentucky",37.21218923,-86.23955613,38,0,38,"Edmonson, Kentucky, US",113.9566
"785","Edwards","Kansas",37.88735543,-99.31263309,4,0,4,"Edwards, Kansas, US",35.5968
"786","Effingham","Georgia",32.36616021,-81.34280942,38,1,37,"Effingham, Georgia, US",186.6719
"787","Effingham","Illinois",39.05935711,-88.58969584,5,1,4,"Effingham, Illinois, US",228.0243
"788","El Dorado","California",38.77965956,-120.5233166,54,0,54,"El Dorado, California, US",256.3727
"789","El Paso","Colorado",38.83240149,-104.5251411,1055,77,978,"El Paso, Colorado, US",56.4011
"790","El Paso","Texas",31.76980765,-106.2363275,1080,22,1058,"El Paso, Texas, US",112.8204
"791","Elbert","Colorado",39.28656773,-104.1358721,37,1,36,"Elbert, Colorado, US",56.4011
"792","Elbert","Georgia",34.11302332,-82.83936148,33,0,33,"Elbert, Georgia, US",186.6719
"793","Elk","Kansas",37.45338105,-96.24369667,0,0,0,"Elk, Kansas, US",35.5968
"794","Elk","Pennsylvania",41.42822061,-78.64524744,4,0,4,"Elk, Pennsylvania, US",286.5449
"795","Elkhart","Indiana",41.59761169,-85.85875695,361,16,345,"Elkhart, Indiana, US",188.281
"796","Elko","Nevada",41.14531606,-115.3577619,15,1,14,"Elko, Nevada, US",28.5993
"797","Ellis","Kansas",38.91458712,-99.31751551,8,0,8,"Ellis, Kansas, US",35.5968
"798","Ellis","Texas",32.34894117,-96.79371841,184,9,175,"Ellis, Texas, US",112.8204
"799","Ellsworth","Kansas",38.69677695,-98.20462799,1,0,1,"Ellsworth, Kansas, US",35.5968
"800","Elmore","Alabama",32.59785413,-86.14415284,121,3,118,"Elmore, Alabama, US",96.9221
"801","Elmore","Idaho",43.3507101,-115.4701578,31,2,29,"Elmore, Idaho, US",22.0969
"802","Emanuel","Georgia",32.59221302,-82.30239915,22,0,22,"Emanuel, Georgia, US",186.6719
"803","Emmet","Iowa",43.37782951,-94.67858943,0,0,0,"Emmet, Iowa, US",56.9284
"804","Emmet","Michigan",45.52625509,-84.89083249,21,2,19,"Emmet, Michigan, US",177.6655
"805","Emmons","North Dakota",46.28398398,-100.2389766,1,1,0,"Emmons, North Dakota, US",11.0393
"806","Emporia","Virginia",36.69455571,-77.53406129,46,3,43,"Emporia, Virginia, US",218.4403
"807","Erath","Texas",32.23602653,-98.21773417,13,1,12,"Erath, Texas, US",112.8204
"808","Erie","New York",42.76249024,-78.73063652,4008,323,3685,"Erie, New York, US",412.5211
"809","Erie","Ohio",41.36796058,-82.62904521,71,3,68,"Erie, Ohio, US",287.5038
"810","Erie","Pennsylvania",41.99253829,-80.03301954,95,2,93,"Erie, Pennsylvania, US",286.5449
"811","Escambia","Alabama",31.1256789,-87.15918694,30,3,27,"Escambia, Alabama, US",96.9221
"812","Escambia","Florida",30.67652764,-87.37284571,604,15,589,"Escambia, Florida, US",410.1256
"813","Essex","Massachusetts",42.6687626,-70.94687179,10344,561,9783,"Essex, Massachusetts, US",894.4355
"814","Essex","New Jersey",40.78681335,-74.24657979,14951,1349,13602,"Essex, New Jersey, US",1215.1991
"815","Essex","New York",44.11630765,-73.77297842,30,0,30,"Essex, New York, US",412.5211
"816","Essex","Vermont",44.72736416,-71.73579864,2,0,2,"Essex, Vermont, US",68.1416
"817","Essex","Virginia",37.93357639,-76.94230311,17,0,17,"Essex, Virginia, US",218.4403
"818","Etowah","Alabama",34.04567266,-86.04051873,158,10,148,"Etowah, Alabama, US",96.9221
"819","Eureka","Nevada",39.98100864,-116.2683204,0,0,0,"Eureka, Nevada, US",28.5993
"820","Evangeline","Louisiana",30.72985248,-92.39915924,63,1,62,"Evangeline, Louisiana, US",107.5175
"821","Evans","Georgia",32.15328841,-81.8870105,5,0,5,"Evans, Georgia, US",186.6719
"822","Fairbanks North Star","Alaska",64.80726247,-146.5692662,83,2,81,"Fairbanks North Star, Alaska, US",1.2863
"823","Fairfax","Virginia",38.83677558,-77.27565836,4834,201,4633,"Fairfax, Virginia, US",218.4403
"824","Fairfax City","Virginia",38.85157547,-77.2977964,33,2,31,"Fairfax City, Virginia, US",218.4403
"825","Fairfield","Connecticut",41.26809896,-73.3881171,12455,952,11503,"Fairfield, Connecticut, US",735.8689
"826","Fairfield","Ohio",39.75107189,-82.63088163,158,3,155,"Fairfield, Ohio, US",287.5038
"827","Fairfield","South Carolina",34.39287073,-81.1195624,74,2,72,"Fairfield, South Carolina, US",173.3174
"828","Fall River","South Dakota",43.23929297,-103.5275691,2,0,2,"Fall River, South Dakota, US",11.9116
"829","Falls","Texas",31.25350609,-96.93630086,6,0,6,"Falls, Texas, US",112.8204
"830","Falls Church","Virginia",38.88485255,-77.17560759,36,4,32,"Falls Church, Virginia, US",218.4403
"831","Fannin","Georgia",34.86430205,-84.316964,33,1,32,"Fannin, Georgia, US",186.6719
"832","Fannin","Texas",33.59564294,-96.10751083,22,1,21,"Fannin, Texas, US",112.8204
"833","Faribault","Minnesota",43.67381499,-93.94787458,8,0,8,"Faribault, Minnesota, US",71.5922
"834","Faulk","South Dakota",45.07082625,-99.14535601,1,0,1,"Faulk, South Dakota, US",11.9116
"835","Faulkner","Arkansas",35.14719007,-92.33717519,78,2,76,"Faulkner, Arkansas, US",58.403
"836","Fauquier","Virginia",38.73564842,-77.80647472,147,3,144,"Fauquier, Virginia, US",218.4403
"837","Fayette","Alabama",33.72076938,-87.73886638,6,0,6,"Fayette, Alabama, US",96.9221
"838","Fayette","Georgia",33.41357794,-84.49089434,188,11,177,"Fayette, Georgia, US",186.6719
"839","Fayette","Illinois",39.00072038,-89.02452658,16,2,14,"Fayette, Illinois, US",228.0243
"840","Fayette","Indiana",39.63684962,-85.17797541,33,4,29,"Fayette, Indiana, US",188.281
"841","Fayette","Iowa",42.86271799,-91.8441231,24,0,24,"Fayette, Iowa, US",56.9284
"842","Fayette","Kentucky",38.0368225,-84.45576892,306,9,297,"Fayette, Kentucky, US",113.9566
"843","Fayette","Ohio",39.56021306,-83.4562016,21,0,21,"Fayette, Ohio, US",287.5038
"844","Fayette","Pennsylvania",39.92041012,-79.64291195,84,4,80,"Fayette, Pennsylvania, US",286.5449
"845","Fayette","Tennessee",35.19615831,-89.41399032,73,1,72,"Fayette, Tennessee, US",167.2748
"846","Fayette","Texas",29.87788372,-96.92076062,17,1,16,"Fayette, Texas, US",112.8204
"847","Fayette","West Virginia",38.02974928,-81.08286634,20,0,20,"Fayette, West Virginia, US",73.9691
"849","Fentress","Tennessee",36.38128818,-84.92870012,5,0,5,"Fentress, Tennessee, US",167.2748
"850","Fergus","Montana",47.26331584,-109.2245206,0,0,0,"Fergus, Montana, US",7.4668
"851","Ferry","Washington",48.4711431,-118.5154041,1,0,1,"Ferry, Washington, US",117.3272
"852","Fillmore","Minnesota",43.67394126,-92.08980382,12,1,11,"Fillmore, Minnesota, US",71.5922
"853","Fillmore","Nebraska",40.52458567,-97.59646937,3,0,3,"Fillmore, Nebraska, US",25.4161
"854","Finney","Kansas",38.04340344,-100.7381938,740,3,737,"Finney, Kansas, US",35.5968
"855","Flagler","Florida",29.45933576,-81.31508595,142,4,138,"Flagler, Florida, US",410.1256
"856","Flathead","Montana",48.29575866,-114.0520569,37,2,35,"Flathead, Montana, US",7.4668
"857","Fleming","Kentucky",38.36758311,-83.69657514,2,0,2,"Fleming, Kentucky, US",113.9566
"858","Florence","South Carolina",34.02361754,-79.70189312,358,19,339,"Florence, South Carolina, US",173.3174
"859","Florence","Wisconsin",45.84963535,-88.39804137,2,0,2,"Florence, Wisconsin, US",108.0497
"860","Floyd","Georgia",34.26268279,-85.21577392,152,11,141,"Floyd, Georgia, US",186.6719
"861","Floyd","Indiana",38.32117957,-85.90385377,218,27,191,"Floyd, Indiana, US",188.281
"862","Floyd","Iowa",43.0600053,-92.78940097,2,0,2,"Floyd, Iowa, US",56.9284
"863","Floyd","Kentucky",37.56213922,-82.74750924,12,0,12,"Floyd, Kentucky, US",113.9566
"864","Floyd","Texas",34.07227468,-101.3031546,4,0,4,"Floyd, Texas, US",112.8204
"865","Floyd","Virginia",36.9302126,-80.36738849,3,0,3,"Floyd, Virginia, US",218.4403
"866","Fluvanna","Virginia",37.84157909,-78.27715475,76,6,70,"Fluvanna, Virginia, US",218.4403
"867","Fond du Lac","Wisconsin",43.75354908,-88.48885325,83,3,80,"Fond du Lac, Wisconsin, US",108.0497
"868","Ford","Illinois",40.59706922,-88.22350769,11,1,10,"Ford, Illinois, US",228.0243
"869","Ford","Kansas",37.69200114,-99.88825298,880,3,877,"Ford, Kansas, US",35.5968
"870","Forest","Pennsylvania",41.51095103,-79.23229292,7,0,7,"Forest, Pennsylvania, US",286.5449
"871","Forest","Wisconsin",45.66678019,-88.77084892,1,0,1,"Forest, Wisconsin, US",108.0497
"872","Forrest","Mississippi",31.18961454,-89.25832496,273,17,256,"Forrest, Mississippi, US",63.7056
"873","Forsyth","Georgia",34.22604035,-84.1231513,356,10,346,"Forsyth, Georgia, US",186.6719
"874","Forsyth","North Carolina",36.12859861,-80.25459052,329,5,324,"Forsyth, North Carolina, US",218.2702
"875","Fort Bend","Texas",29.52704478,-95.77219463,1245,30,1215,"Fort Bend, Texas, US",112.8204
"876","Foster","North Dakota",47.4571084,-98.88279923,1,0,1,"Foster, North Dakota, US",11.0393
"877","Fountain","Indiana",40.12361933,-87.24217689,14,2,12,"Fountain, Indiana, US",188.281
"878","Franklin","Alabama",34.44235334,-87.84289505,164,1,163,"Franklin, Alabama, US",96.9221
"879","Franklin","Arkansas",35.51202821,-93.89299569,2,0,2,"Franklin, Arkansas, US",58.403
"880","Franklin","Florida",29.83791238,-84.82731662,2,0,2,"Franklin, Florida, US",410.1256
"881","Franklin","Georgia",34.37525597,-83.23159927,25,1,24,"Franklin, Georgia, US",186.6719
"882","Franklin","Illinois",37.99189086,-88.92567818,10,0,10,"Franklin, Illinois, US",228.0243
"883","Franklin","Indiana",39.4142482,-85.06062647,101,7,94,"Franklin, Indiana, US",188.281
"884","Franklin","Iowa",42.73270384,-93.26256925,6,0,6,"Franklin, Iowa, US",56.9284
"885","Franklin","Kansas",38.56443815,-95.28644341,20,0,20,"Franklin, Kansas, US",35.5968
"886","Franklin","Kentucky",38.2379395,-84.87962551,16,0,16,"Franklin, Kentucky, US",113.9566
"887","Franklin","Louisiana",32.13675181,-91.67589857,146,4,142,"Franklin, Louisiana, US",107.5175
"888","Franklin","Maine",44.97330019,-70.44381045,29,1,28,"Franklin, Maine, US",43.6336
"889","Franklin","Massachusetts",42.58119713,-72.58602547,278,38,240,"Franklin, Massachusetts, US",894.4355
"890","Franklin","Mississippi",31.47786634,-90.89672989,17,1,16,"Franklin, Mississippi, US",63.7056
"891","Franklin","Missouri",38.41127108,-91.07522826,132,13,119,"Franklin, Missouri, US",89.7453
"892","Franklin","Nebraska",40.17636348,-98.95299073,5,0,5,"Franklin, Nebraska, US",25.4161
"893","Franklin","New York",44.59040891,-74.29926032,16,0,16,"Franklin, New York, US",412.5211
"894","Franklin","North Carolina",36.081519,-78.28708884,106,22,84,"Franklin, North Carolina, US",218.2702
"895","Franklin","Ohio",39.96995815,-83.01115755,3237,99,3138,"Franklin, Ohio, US",287.5038
"896","Franklin","Pennsylvania",39.92956518,-77.72157791,406,9,397,"Franklin, Pennsylvania, US",286.5449
"897","Franklin","Tennessee",35.15634626,-86.09201039,36,1,35,"Franklin, Tennessee, US",167.2748
"898","Franklin","Texas",33.17653242,-95.21917243,3,0,3,"Franklin, Texas, US",112.8204
"899","Franklin","Vermont",44.85627605,-72.91249563,99,5,94,"Franklin, Vermont, US",68.1416
"900","Franklin","Virginia",36.99536167,-79.88023649,23,0,23,"Franklin, Virginia, US",218.4403
"901","Franklin","Washington",46.53351425,-118.9018212,387,14,373,"Franklin, Washington, US",117.3272
"902","Franklin City","Virginia",36.6831435,-76.93859681,23,1,22,"Franklin City, Virginia, US",218.4403
"903","Frederick","Maryland",39.47296601,-77.39999394,1108,68,1040,"Frederick, Maryland, US",626.6731
"904","Frederick","Virginia",39.20172582,-78.25974949,132,1,131,"Frederick, Virginia, US",218.4403
"905","Fredericksburg","Virginia",38.2977863,-77.4922454,45,0,45,"Fredericksburg, Virginia, US",218.4403
"906","Freeborn","Minnesota",43.67385583,-93.34884422,38,0,38,"Freeborn, Minnesota, US",71.5922
"907","Freestone","Texas",31.70422788,-96.15072516,7,0,7,"Freestone, Texas, US",112.8204
"908","Fremont","Colorado",38.47362326,-105.4399667,22,0,22,"Fremont, Colorado, US",56.4011
